"year","unitid","inst_name","state_name","inst_control","institution_level","rev_tuition_fees_gross","exp_instruc_total","exp_acad_supp_total","exp_net_grant_aid_total","assets","liabilities","equity_total","total_revenues_additions","total_expenses_deductions"
"2016","147679","North Park University","Illinois","Private not-for-profit","Four or more years","63462888","20834264","5828682","","303105344","102465408","","73234680","62019628"
"2016","147697","Northern Baptist Theological Seminary","Illinois","Private not-for-profit","Four or more years","1263035","960207","1039615","303006","23062198","1141938","","4797605","4993116"
"2016","147703","Northern Illinois University","Illinois","Public","Four or more years","178763664","229631660","48082570","36864796","629182080","436239680","","552151104","582554048"
"2016","147767","Northwestern University","Illinois","Private not-for-profit","Four or more years","1008585984","885898000","279272000","","14495944704","2812561920","","2966269952","2297295872"
"2016","147776","Northeastern Illinois University","Illinois","Public","Four or more years","72090904","106691120","12582931","4981589","237175040","74283000","","189732736","198896128"
"2016","147828","Olivet Nazarene University","Illinois","Private not-for-profit","Four or more years","118386712","32133048","7031774","270832","290761024","153783712","","101097664","94031912"
"2016","148016","Principia College","Illinois","Private not-for-profit","Four or more years","13087520","11656774","3652653","","575483712","36486304","","71091112","42478400"
"2016","148131","Quincy University","Illinois","Private not-for-profit","Four or more years","25995654","4913300","1037907","","59996332","33092192","","24205356","24188350"
"2016","148335","Robert Morris University Illinois","Illinois","Private not-for-profit","Four or more years","79631336","13806853","7272584","","84833408","25465548","","58970984","74920496"
"2016","148405","Rockford University","Illinois","Private not-for-profit","Four or more years","28883244","8339644","2440108","","48222456","13708544","","34163592","26454792"
"2016","148487","Roosevelt University","Illinois","Private not-for-profit","Four or more years","109125136","47095990","12721269","","458812992","292853440","","135280560","120373784"
"2016","148496","Dominican University","Illinois","Private not-for-profit","Four or more years","82948544","33395588","8977280","","139342688","46011940","","75419744","67308560"
"2016","148511","Rush University","Illinois","Private not-for-profit","Four or more years","76801128","39556144","12138335","","3207067904","1346893056","","1945826944","1840422272"
"2016","148575","Saint Francis Medical Center College of Nursing","Illinois","Private not-for-profit","Four or more years","8668419","4817409","752216","","","","","",""
"2016","148584","University of St Francis","Illinois","Private not-for-profit","Four or more years","62653000","17416480","7356380","","100461712","51261744","","52258800","47644632"
"2016","148593","St. John's College-Department of Nursing","Illinois","Private not-for-profit","Four or more years","2402535","3097634","765005","","5005101","422752","","5165114","4851825"
"2016","148627","Saint Xavier University","Illinois","Private not-for-profit","Four or more years","98630376","24651358","6380060","","127210216","54396588","","70041544","64772584"
"2016","148654","University of Illinois at Springfield","Illinois","Public","Four or more years","52103688","47907680","15133455","5217563","155377232","94917248","","125878368","130015368"
"2016","148849","Shimer College","Illinois","Private not-for-profit","Four or more years","","","","","","","","",""
"2016","148876","Saint Augustine College","Illinois","Private not-for-profit","Four or more years","16972444","4794505","1585004","","16810600","12047708","","15958802","16663820"
"2016","148885","University of Saint Mary of the Lake","Illinois","Private not-for-profit","Four or more years","4761651","3067962","1136812","","79591536","1096928","","20641596","16686770"
"2016","148982","Spertus College","Illinois","Private not-for-profit","Four or more years","684138","2060037","199834","","66876228","42510188","","15710340","9017260"
"2016","149028","Saint Anthony College of Nursing","Illinois","Private not-for-profit","Four or more years","5142284","2458409","792802","","9281865","1610905","","5640176","5668744"
"2016","149222","Southern Illinois University-Carbondale","Illinois","Public","Four or more years","183275136","255719100","254801970","29014776","658696384","288452032","","776419712","841949504"
"2016","149231","Southern Illinois University-Edwardsville","Illinois","Public","Four or more years","128500928","170677700","25045340","23516154","438536320","158177264","","388950144","382002688"
"2016","149240","Southern Illinois University-System Office","Illinois","Public","Four or more years","","","","","1500","2684476","","6950761","8116905"
